Name,YearPublished,GameWeight,AvgRating,MaxPlayers
Unlur,2002,3,7.90429,2
Creature Castle,1975,2,6.70556,4
Locomotive Werks,2002,2.907,6.79423,5
Trainsport: Switzerland,1997,3,6.30889,5
Doctor Who: Battle for the Universe,1989,1,4.55233,4
Turbo,1983,1.1111,4.77477,4
Legend of the Burning Sands,1998,2.6667,6.96705,6
Rat-a-Tat Cat,1995,1.1181,6.22393,6
Firestorm,2001,3.3846,6.37379,6
UNO Dominos,1986,1.5,4.81204,6
RIFTS Collectible Card Game,2001,2.6667,4.68552,6
Echelons of Fire,1995,1.8571,4.44762,2
Wing Commander,1995,2,5.053,2
Tomb Raider Collectible Card Game,1999,2.0625,6.09643,4
Pez,2000,1.5,5.85,4
Yahtzee Jr.,1988,1.1,4.9615,4
Ghostly Galleon,1991,1.75,5.24948,4
Ultimate Combat!,1995,2,5.45085,2
Red Zone,1995,1.5,4.5,2
Galactic Empires,1994,2.4,5.33245,12
Dune CCG,1997,3.4839,6.4108,8
Star Trek Customizable Card Game,1994,2.7955,6.12497,2
Crimson Skies,1998,2.9333,7.10683,2
Wordsearch,1988,2.1538,6.82834,4
007 James Bond: Live and Let Die,1985,1.25,5.43056,2
Mechwarrior: Dark Age,2002,2.7073,6.27818,10
The Hammer of Thor: The Game of Norse Mythology,1980,3.5,5.03689,362
7 Ages,2004,3.9391,7.07108,7
Ultimate Mastermind,1972,2.2727,5.94841,2
4th Reich: Puremen vs. the Mutants for Control of the World,1985,2.1111,5.04115,2
Mana Burn,1998,1,5.03125,8
Gold Digger,1998,1.4286,5.77222,4
Nine Men's Morris,-1400,1.8279,5.35456,2
Stock Market Game,1963,1.9474,6.17573,8
Ali Baba,2002,1,5.19994,4
Star Blazers Fleet Battle System,1997,3.7143,7.03846,6
Full Thrust,1992,2.5625,7.34734,6
Brilliant Lances,1993,3,5.64151,6
Silent Death,1990,2.7586,6.99836,8
Struggle For The Throne: Star Trek III,1984,2.5,5.66,6
Sturm Nach Osten,1980,2.6923,6.94476,2
Dr. Seuss Green Eggs and Ham Game,1996,1.125,4.07143,4
Pirate's Treasure,2001,1.4,5.21395,4
Harry Potter: Diagon Alley Board Game,2001,1.1538,5.33841,6
Splat!,1990,1,5.60359,4
Won Over,1983,1,5.36184,4
How to Host a Murder: Roman Ruins,1996,2,6.35833,8
Raiders of the Lost Ark Game,1981,1.25,5.8425,6
Chute-5,1973,1,5.00362,4
Monster Maker,1988,1,6.13636,6
Street Illegal,2002,1.8154,5.67023,7
Smart Mouth,2001,1.4667,5.62817,6
Elefant Hunt,1984,1,6.20183,5
Mare Nostrum,2003,2.9856,6.71647,5
Interplay,1980,2,6.35333,2
Bowling Dice,1999,1.0278,4.6078,10
The Art of Siege,1978,3.2727,6.82796,2
The Siege of Constantinople: The End of the Middles Ages,1978,2.9,5.90957,2
Games of Art,1975,1.3333,6.57024,4
Dragonriders of Pern,1983,2.6,5.40066,7
The Honeymooners Game,1986,1,4.17647,6
Forbidden Bridge,1992,1.4706,6.26789,4
Pyramid,1978,1.5,5.85625,2
Cannibal Pygmies in the Jungle of Doom,2002,1.3333,5.69908,6
Octrix,1970,1.6667,5.65,4
Baseball Strategy,1960,1.7895,5.77854,2
BANG!,2002,1.6334,6.50895,7
Songburst: 70's & 80's Edition,1992,1.2143,5.65992,0
Snapshot,1979,2.2143,6.246,2
The Succession Wars,1987,2.9667,6.31154,5
Battlefleet Gothic,1999,2.9091,7.02953,4
BattleTech Science Fiction Combat Book Game: SHD-2H Shadow Hawk,1987,1.9,6.03523,2
Catan: Portable Edition,2002,2.2517,6.74896,4
Footmania,1993,2,6.62162,4
Strong Stuff!,2002,1,6.38769,6
Wabanti,1974,2,6.03837,6
Sabotage,1963,1.25,5.83333,4
Tahiti,1995,2.1667,6.44262,4
Crisis: Korea 1995,1992,4.3333,6.99012,4
Battle for Germany,1975,2.1467,7.16036,4
Remote Possibilities,2002,1.1667,6.08111,6
Fact or Crap,2001,1.2,3.80198,8
Advanced Tobruk,2002,4.1818,7.34053,2
Necromancer,1982,2.5455,6.05449,2
Sudden Death!,1978,1.8,5.51286,4
Fortune,1976,2.2,6.03333,8
Diabolo,1999,1.2,5.7422,6
Scan,1970,1,5.72041,8
Space Marine,1989,3.1458,6.81324,3
Harry Potter and the Sorcerer's Stone Quidditch Card Game,2000,1.2778,4.22711,2
Cobra: Game of the Normandy Breakout,1977,2.8,6.77791,2
Breitenfeld,1976,2.0882,6.47449,2
Bodyguard Overlord,1994,2.9286,6.72432,2
Jerusalem,1975,2.6,6.93043,2
"Army Group Center: June 22-28, 1941",1993,3.125,6.48718,2
Dawn Patrol: Role Playing Game of WW I Air Combat,1982,2.4595,6.88847,52
MacArthur's Return: Leyte 1944,1994,3.0714,6.58182,2
"""Scratch One Flat Top!""",1995,3.2353,7.4225,4
Charlemagne: Dark Ages in Europe,1998,3.1429,6.5,2
Race For Tunis,1992,2.5909,6.54696,2
"Road to Richmond: The Peninsular Campaign, May-July, 1862",1977,1.9524,6.05946,2
Diceball!,1991,1.5556,5.75481,2
Frag Deadlands,2001,2,5.47656,6
Lankhmar,1976,2,5.55381,4
Jungle,0,1.8056,5.96942,2
Triazzle,1998,1.5,4.9,3
Man Bites Dog,2002,1.1053,4.66289,6
Anzio Beachhead,1969,3,5.82065,2
"Raid! Commando Operations, in the 20th Century",1977,2.6522,5.41755,2
Skip-Bo Dice,1995,1,4.65048,4
Tri-Ominos,1965,1.4176,5.33791,6
Go to the Head of the Class,1936,1.2188,4.61502,6
Dweebs Geeks & Weirdos,1988,1,4.98529,8
Across 5 Aprils,1992,2.3621,6.98265,2
"War of the States: Gettysburg, 1863",2002,2.7,6.04167,2
Hammer's Slammers,1984,2.6154,6.03812,4
Fortress Europa,1978,3.1724,6.66928,2
Star Wars: Trading Card Game,2002,1.9756,5.90633,2
Chaos Progenitus,1996,2.4444,5.10563,6
Undead,1981,1.6667,5.93681,6
Swap!,2000,1.2,4.95955,6
Scrabble Up,1996,1.6667,4.4,2
Rats!,2000,1,4.22857,4
Don't You Forget It,1983,1,5.37969,6
Tri-Virsity,1988,1.4,4.72727,8
Malarky Card Game,2000,1,4.93939,6
Management Material (General Office Edition),2002,1.1176,5.37125,5
Who Wants to Be a Millionaire,2000,1.4366,4.61603,5
What's My Word?,1972,2.1562,7.12075,2
Nick at Nite Classic TV Trivia Game,1996,1,5.03125,4
Can't Stop the Turtles,2002,1,6.01,4
The Alamo,1981,2.25,6.22563,2
Leningrad,1979,1.9388,6.65862,2
"Napoleon at Bay: The Campaign in France, 1814",1978,3.6486,6.98915,2
1812: The Campaign of Napoleon in Russia,1972,2.1667,6.89412,0
2nd Fleet: Modern Naval Combat in the North Atlantic,1986,3.4286,7.30216,2
Adeptus Titanicus,1988,2.6667,6.43644,2
wordXchange,2000,1.6667,5.7147,4
Exit,1983,1.5556,5.76955,2
Star Munchkin,2002,1.7419,6.12417,6
Nodwick: The Card Game,2002,1.0833,5.50989,6
Raise the Roof,1982,1,5.71635,4
Age of Steam,2002,3.9011,7.79148,6
Keythedral,2002,2.856,7.04915,5
Europa Universalis,1993,4.8537,6.84085,6
The Wheel of Time Collectible Card Game,2000,3,5.31959,6
Moderne Zeiten,2002,2.2917,6.53334,5
Hang in There!,2000,1,5.98136,4
X-Men Trading Card Game,2000,1.4444,4.09761,2
Hex,1942,3.236,6.70974,2
Tigers in the Mist: Ardennes Offensive,1999,2.7241,6.86883,2
Ruffhouse,1980,1.25,4.65498,4
Slide 5,1980,2,5.53693,2
Challenge Yahtzee,1974,1.6667,5.5,4
King's Court,1983,1.5714,7.35463,8
Road to the Rhine,1979,3.1875,7.08224,3
Electronic Battleship,1977,1.2647,4.86677,2
Gambler,1975,1.1481,5.56627,4
Austro-Prussian War,1994,3.0833,6.70746,4
"The Punic Wars: Rome vs Carthage, 264-146 B.C.",1975,2.4583,6.12904,2
Dixie: The Second War Between the States,1976,2.3889,4.6712,2
Arne,2002,1.2083,3.69421,4
Snapshot,1989,2,5.43333,4
Rommel's Panzers,1980,2,5.84459,2
Spy Web,1997,1.5833,6.15493,2
Guess Who?,1979,1.1118,4.80542,2
"Arcola: The Battle for Italy, 1796",1979,2.5143,6.30534,2
Spellbinder,1980,2.3333,6.03824,4
Barrel of Monkeys,1965,1.0606,3.56254,0
Bakari,2002,1.3333,5.28974,4
Scooby-Doo! Expandable Card Game,2000,1,5.34889,2
Yu-Gi-Oh! Trading Card Game,1999,2.4752,6.1076,2
Hail to the Chief,1987,1.25,4.35484,4
Horse Show,1997,1,5.24373,4
Quest for the Faysylwood,1993,2,6.24878,8
Spare Time Bowling,1940,1.0909,3.94992,2
Blitzkrieg,1965,2.7353,5.90517,2
Sailor Moon CCG,2000,2,5.94231,2
Veracruz: U.S. Invasion of Mexico 1847,1977,3.0455,6.05691,2
Anzio,1969,3.2133,6.73382,2
Lifeboat,2002,1.7341,6.33784,6
Diskwars: Legend of the Five Rings,2000,2.4286,5.38571,6
Armies of Arcana,1997,2.6667,7.89111,8
ShowBiz Shuffle,2002,1.6,5.87945,5
Kaliko,1968,2.3,6.58451,4
Tri-Trac,1980,1,4.92683,2
B.S.: The Game of Being Sneaky,1986,1.2,5.60606,6
Star Wars: Episode I – Battle for Naboo 3-D Action Game,1999,1.75,4.10941,4
Warhammer: The Mass Combat Fantasy Roleplaying Game (1st Edition),1983,3.6992,6.64834,4
Fantasy Forest,1980,1.125,6.07982,4
Mesopotamia:  Birth of Civilisation,2002,2,6.82449,5
"Black Wednesday: The Battle of Krasni Bor, 10-11 Feb 1943",1995,3.5,7.21302,2
GD '40,1993,3.5,7.11447,2
GD '41,1996,3.3333,7.0807,2
Tunisia,1995,4.0704,7.75374,2
On to Richmond!,1998,3.3448,8.01749,2
Roads to Gettysburg,1993,3.3922,7.74014,2
Kharkov: The Soviet Spring Offensive,1978,2.5882,6.65198,2
"The Kaiser's Battle: The German Offensive, March 1918",1980,2.6786,5.99635,2
Monza,2000,1.0577,6.60562,6
Stonewall's Last Battle: The Chancellorsville Campaign,1996,3.1957,7.53924,2
Stonewall Jackson's Way,1992,3.3654,7.56905,2
Here Come the Rebels,1993,3.375,7.63557,2
Mao,0,2,5.65534,20
Stonewall in the Valley,1995,3.4103,7.7409,2
One-Page Bulge,1980,2,6.12927,2
Alexandros,1991,2.5294,6.27972,2
O Zoo le Mio,2002,2.0119,6.61271,4
Goal,2000,1.1111,5.48047,2
Quest for the Dragonlords,2002,2.6667,5.54262,4
War Between The States 1861-1865,1977,3.5,6.90345,2
Victory at Midway,1992,2.2593,7.25966,2
1918: Storm in the West,1992,2.6923,6.84116,2
Spellfire,1994,2.0227,5.24256,8
Napoleon's Last Battles,1976,2.4268,7.23988,4
SS Panzer: Bloodbath at Kursk,1996,2.7778,5.78333,2
Hougoumont: Rock of Waterloo,1991,2.6,6.64245,2
Fulda Gap: The First Battle of the Next War,1977,3.2593,6.30988,2
"Dreadnought: Surface Combat in the Battleship Era, 1906-45",1975,2.4286,6.23778,2
"El Alamein: Battles in North Africa, 1942",1973,2.8571,5.9881,2
Korea: The Mobile War 1950-51,1971,2.8667,5.89516,2
Combined Arms: Combat Operations in the 20th Century,1974,2.6364,4.49157,2
Soldiers: Tactical Combat in 1914-15,1972,2.0833,7.29466,2
Foxbat & Phantom: Tactical Aerial Combat in the 1970's,1973,2.875,4.99213,2
Highway to the Reich: Operation Market-Garden 17-26 September 1944 – 2nd Edition,1976,4.3871,7.06289,5
Asteroid Zero-Four,1979,2.5714,6.18868,2
Checkpoint Omega,1983,2,6.22667,6
Boarding Party,1982,1.8,5.8678,2
City States of Arklyrell,1983,2.5,5.5641,4
Trias,2002,2.3945,6.43724,5
Globopolis,2002,2.4,4.16154,5
The Big Red One: The Game of the First Infantry Division at the Battle of the Bulge,1979,2.4118,6.30097,2
"Iwo Jima: Valor of Arms, 19 Feb. – 25 March 1945",1983,2.8333,6.67433,1
Ney vs. Wellington: The Battle of Quatre Bras,1979,3.5588,6.92522,2
Mäuse-Rallye,2001,1,6.69841,4
Crafty Badger,2000,1,5.45203,4
Totaler Krieg!,1999,4,7.43875,3
The Trojan War: The Game of Gods & Heroes,1981,2.625,5.95364,2
Odyssey: The Gods Clash,1980,1.5,5.29057,2
Iliad: The Siege of Troy,1978,2.7778,7.36905,2
Jaunty Jalopies,2002,1.6,4.85135,4
Razzle,1981,1.3333,5.61486,2
The Far Seas,1987,2.4286,7.0626,2
Artifact,1980,2.3333,5.85333,2
Punk sucht Lady,1993,1.3333,5.76515,6
Temple of the Beastmen,1989,1.5,5.86747,6
Pea Ridge: The Gettysburg of the West March 7-8 1862,1980,3.2353,7.27953,2
Across the Potomac,1994,2.4737,6.34466,2
Battle Over Britain,1983,3.9394,6.5806,2
Flux,1986,1.4167,5.40702,6
Starleader: Assault! – A Futuristic Man-To-Man Combat Game,1982,3.3333,5.0625,2
Freeloader,2002,1.5909,5.6301,6
Greed,1984,1.0286,5.37231,6
Chattanooga,1997,3,6.48382,0
A Game of Thrones Collectible Card Game,2002,2.8955,6.84305,5
Onslaught,1987,2.5263,6.53512,2
"Panzer: A Tactical Game of Armored Combat on the Eastern Front, 1941-1945",1979,3.75,7.2355,2
88: A Tactical Game of Armored Combat on the North African Front,1980,3.3636,7.32937,10
Pickett's Charge: A Game of the Battle of Gettysburg,1980,3.25,7.13163,0
"Armor: A Tactical Game of Armored Combat in Western Europe, 1944-1945",1980,3.7778,7.47108,8
The Sword and the Flame,1979,2.5,7.57174,4
The Great Redoubt: A Game of the Battle of Borodino,1979,3.4667,6.92468,2
The Thin Red Line: A Game of the Battle of Waterloo,1979,2.7273,6.61282,3
Murfreesboro: A Game of the Battle of Stones River,1979,3.3333,6.44444,2
Battles & Leaders: A Game of Tactical Level Combat in the American Civil War 1861-1865,1981,3.25,6.68,4
Dallas: A Game of the Ewing Family,1980,2.25,5.59121,7
Beachhead: A Game of Island Invasions in the South Pacific,1980,2.6,6.00192,4
Battle: The Game of Strategy,1979,1.75,5.61803,2
The Barbarians: Games of the Fall of Rome and the Mongol Invasion of Europe,1981,2.1667,6.08929,3
The Fall of South Vietnam: A Game of Combat in South Vietnam,1981,2.5,5.97024,2
Sting,1984,1.1667,5.3175,6
"Belter: Mining the Asteroids, 2076",1979,3.2105,6.08395,5
Mayday,1978,2.25,5.9147,2
"Cannes: Stars, Scripts and Screens",2002,2.4828,6.18008,4
Zeppelin,1993,2.9091,5.37955,2
The Air-Eaters Strike Back!,1981,2.5,6.55472,5
VOC! Founding the Dutch East Indies Company,2002,2.5769,6.05683,5
Risk: The Lord of the Rings,2002,2.2755,5.90142,4
Conflict,1940,1.3846,5.33424,4
Virus & Co,2002,1.6667,5.24021,6
War & Sheep,2002,1.2857,5.74352,2
Tony & Tino,2002,1.6875,5.85598,2
Drake & Drake,2002,1.5714,5.53467,2
Kanaloa,2002,2.2188,6.17234,4
Quads,1996,1.871,6.1303,2
Dibs,2002,1.2857,7.35761,12
Cromwell's Victory: The Battle of Marston Moor,1985,2.5,6.27169,0
Combots,1983,2,5.51829,2
"Screaming Eagles in Holland: The 101st Airborne Division's Defense of Hell's Highway, 22-23 September, 1944",2002,3.8333,7.50931,2
Semper Fi!,1997,3.4286,6.95174,2
Beer: The  Card Game,1999,1,4.23864,4
"Cedar Mountain: Prelude to Bull Run, August 9, 1862",1981,3.1,7.0555,2
Jutland: Duel of the Dreadnoughts,1991,2.25,6.43117,4
Fightball,2002,2.12,5.82763,2
Vector 3,1979,2.4,5.3225,2
Therapy,1986,1.4231,5.31764,6
Monkeys on the Moon,2002,2.1154,6.19694,4
"Aspern-Essling: Napoleon on the Danube, 1809",1999,3.3529,6.72871,2
The Guns of August,1981,3.4268,5.91014,6
1914: Glory's End,1994,2.5556,6.34648,2
Attack in the Ardennes: The Battle of the Bulge,1982,2.5385,5.69462,2
Champion Hill,1996,3.3684,7.18347,2
Seven Pines,1998,3.2857,7.54568,2
Gaines Mill,1997,3.3846,7.33947,2
Dark Victory: The Battle of the Alamo,1997,2.8889,5.3,3
"Remember the Maine! The Spanish-American War, 1898",1986,2.8,6.73755,2
Nero,2002,2.4828,3.70837,4
In their Quiet Fields II,1995,3.1562,7.23784,2
Fische Fluppen Frikadellen,2002,2.5056,6.60396,5
Last Man Standing,1999,2.5,4.49667,8
Froop!,2002,1.1429,5.50351,10
Operation Felix,1992,2.4,4.76575,2
Crosstrack,1994,1.6154,5.26684,4
Krone & Schwert,2002,2.5278,6.01699,5
Kings in the Corner,1996,1.1,5.15575,6
Cootie,1927,1.0241,3.37711,4
Bug-Eyed Monsters,1983,2.1818,6.14304,2
Back to Iraq,1993,2.8462,5.25825,2
Go For It!,1986,1.4,5.16993,6
Oskar,1994,1.3333,5.15781,6
Im Schatten des Sonnenkönigs,2002,1.5556,5.10357,6
A Gamut of Games,1969,2.3235,7.7609,10
Fanorona,1680,2.5909,6.38453,2
"Rome: Imperium, Circus Maximus, Hannibal vs Rome",2001,1.7097,6.31624,5
Carcassonne: Hunters and Gatherers,2002,1.9197,7.12853,5
Dragonstar Rising,1987,3.6667,6.27758,6
Elevator Eddie,1999,1.2857,5.78983,4
The Settlers of the Stone Age,2002,2.5144,6.57061,4
Bean Trader,2002,2.1795,5.79446,5
Odin's Ravens,2002,1.6762,6.65193,2
Canal Grande,2002,2.0333,6.389,2
Bayon,2002,1.6,5.51801,4
Gold!,1981,1.6667,5.072,8
The Big Deal,1977,1.3,5.33544,4
Barn Buzzin' Goofy,1999,1,5.85526,2
Star Trek III,1985,2.2857,6.07752,1
Ad Acta,2002,2.7333,6.17054,4
Cranium Hoopla,2002,1.2708,6.18782,8
Waterloo: Napoleon's Last Battle,2002,2.7647,6.06391,3
Adeptus Titanicus II,2000,2,5.55789,2
Super Cluedo Challenge,1986,2.25,5.97965,9
Chess Race,1976,1.3333,5.48226,4
Acrobats,1989,1,4.84762,4
The Poll Game,2000,1,6.26304,8
Cityfight: Modern Combat in the Urban Environment,1979,4.25,6.87851,3
Gaudí,2002,1.8571,6.02866,6
This Hallowed Ground,1989,2,5.2129,2
PornStar,2001,1.1667,5.27941,6
Oraklos,1997,1.5,5.24198,5
Am Rande des Gletschers,2002,1.5,4.81667,4
Delphi,2002,1.6667,5.69159,4
The Battle of Monmouth,1982,2.6,6.6754,2
The Road to Vicksburg: The Battle of Champion Hill,1985,2.3636,5.77593,2
Statis Pro Basketball,1972,2.1389,7.01754,2
Statis Pro Football,1973,2.55,6.55241,2
"The Great Invasion: The Gettysburg Campaign June 24 – July 3, 1863",1985,3,6.47714,2
1862,1990,2.3,4.80185,2
Green Ghost,1965,1,5.07649,4
Xanth,1991,1.6429,4.94023,6
Fist of Dragonstones,2002,1.8634,6.15807,6
Arnhem Bridge,1982,2.4286,6.33719,2
Pompeii: The Last Days,1989,2.2,5.53198,8
Unexpected Treasures,2002,1.34,6.23723,6
Hot Potato,1988,1,4.31927,6
Station Manager,2002,1.2941,5.20171,4
Ratrace,1967,1.5769,5.79059,6
Hotel Life,1989,2.5,7.25112,4
Dragonslayer,1981,2.5,5.4256,4
Scarab Lords,2002,1.9167,6.02672,2
Cave Troll,2002,1.9785,6.40636,4
Trivial Pursuit: 20th Anniversary Edition,2002,1.8312,5.20779,6
Kayanak,1999,1.2083,6.43923,4
Phase Line Smash,1992,4.2632,6.38344,1
Like Lions They Fought,1994,2.5833,6.47327,2
König der Maulwürfel,2002,1.0769,5.37835,4
Grand Prix: F1,2002,2,6.60652,8
Tarot,1425,2.4889,6.80357,8
Warchon,2002,3,5.12656,2
Funny Bones,1968,1.2,5.25752,8
Johnny Reb III: Regimental Grand Tactical American Civil War Miniatures Rules,1996,3.7273,7.23478,2
Ragnarok: The Twilight of the Gods,1981,2.4615,5.775,2
Sauerbaum,1986,1.6,5.98974,7
Yum,1959,1.1429,5.29962,5
The Ladybug's Costume Party,2002,1.05,6.49781,6
Hellas,2002,2.0522,6.18593,2
Thud,2002,2.625,6.20893,2
Baston,1985,3,6.17561,6
1000 Blank White Cards,1996,1.3896,6.66344,99
Attribute,2002,1.178,6.37686,8
Phalanx,1964,2.4,6.07679,2
Das Blaue Amulett,1986,1.75,5.56719,4
Patton's Best,1987,3.1975,6.66318,1
Take Off!,1987,1.2857,5.41753,6
Ginny-O,1978,1,4.59,4
Fast 111's,1981,1,5.12108,4
Carrera de Mente,1985,1,5.26094,20
Mogul,2002,1.9259,6.4689,6
Blue & Gray: Four American Civil War Battles,1975,2.0645,6.63537,2
Ripley's Believe It or Not!,1984,1.25,4.36625,6
Racko Plus,2001,1,5.56726,4
Wordsters,1991,1.3333,5.91818,6
Slang Teasers,1983,2,6.60426,0
Hollywood Squares,1967,0,4.91935,3
UNO Wild Tiles,1982,1.0909,4.98073,4
Pirates des Caraïbes,1997,2,5.83929,6
Who Is Going to Do the Dishes?,1991,1.3333,5.74804,4
Pinochle,1864,2.2989,6.86701,4
Seaside Frolics,1986,1.4,5.86765,6
Bärenspiel,1983,1,5.375,5
Roller Coaster Hippo,1988,1.2083,4.68093,6
Blooming Gardens,2002,1.2,5.895,6
Ein Nilpferd kommt selten allein,1993,1.6667,4.86383,8
Blood Wars,1995,2.25,5.3401,8
Word Rummikub,1983,2.1,5.4651,4
Chez Greek,2002,1.4595,5.96578,6
Sucking Vacuum,2004,1.7547,5.59399,6
Omnigon,1988,2,5.87619,2
Lord of the Rings: The Duel,2002,1.7196,5.93275,2
Haithabu,1975,2.25,6.00033,4
1854,2002,4.2,7.35675,6
The Touch,2002,0,5.45278,6
Arimaa,2002,3.2073,7.23113,2
The Prestel New York Architecture Game,2002,1.125,6.06119,5
Cloak & Dagger,1984,1.75,5.81071,4
"The Fast Carriers: Air-Sea Operations, 1941-77",1975,3.3846,5.92414,2
Millennium: The Era of Invasion,1981,3.2222,6.02955,2
Ultra-Warrior,1981,1.6,4.52703,4
Warhammer Warriors: Kal Jerico,1999,2,4.82258,2
Clans,2002,2.0281,6.55794,4
Max,1986,1.1224,6.50012,8
Life on the Farm Board Game,1996,1.375,4.50421,6
Sports Illustrated Baseball,1972,1.96,7.30259,2
Fire and Ice,2002,3.0556,6.73168,2
Bommerz over da Sulphur River,1998,2.25,5.67333,2
Tower Siege,2000,2.2,5.41818,2
Across the Board,1975,1.8333,6.73351,7
Stalingrad,1963,2.3621,6.05869,2
Rigamarole,2002,1,5.44706,12
Battle of the Halji,1987,3,5.41146,6
Replay Baseball,1973,2.4615,8.01282,2
Moods,2000,1.1316,5.89516,8
Eagles: Waterloo,1995,2.1778,6.61771,2
Lost Treasure,1982,1.4737,6.2239,4
INWO SubGenius,1998,2.65,6.0649,4
"Knights of Justice: The Siege of Malta, 1565",1986,3.1667,6.0303,2
Rush for Glory,1989,2.5385,5.43692,2
Lee Invades the North,1988,2.25,6.49881,2
"Baton Rouge: Street Fighting in the Louisiana Capital, August 5, 1862",1990,3.2222,5.7413,2
Prochorovka: Armor at Kursk,1979,2.25,6.46513,2
Angola,1988,3.1739,8.06501,4
White Lady,1989,1.1667,3.95,6
Friends Trivia Game,2002,1.6,4.54897,6
Weapons & Warriors: Lashout Launcher Set,1994,1,5.72548,2
Outwit,1975,1.7778,5.02952,2
The Lord of the Rings: The Fellowship of the Ring,2002,1.4286,3.25684,6
Where There's A Will,2002,1,5.21932,6
Armor Supremacy,1976,1.2,4.7303,6
Dead Stop!,1979,1.75,5.56923,2
"Run Silent, Run Deep",1993,2.8333,6.30811,6
Warmachine,2003,3.5075,7.29312,4
Battlecards: World Conflict – Western European Campaign – Starter Set,2001,1.95,5.44815,8
Dungeons & Dragons Computer Labyrinth Game,1980,1.7027,6.01618,2
King's Gate,2002,2.0446,6.17315,4
Casino Yahtzee,1986,1.125,6.0306,4
Great War at Sea: The Mediterranean,1996,2.7778,6.8427,2
Star Trek: The Next Generation Collectible Dice Game,1996,2.1429,5.11734,2
Simon de Montfort,1979,2.75,6.11719,2
Sinaí,0,1.4,6.26849,2
Easy Money,1935,1.4444,4.98139,8
Der Herr der Ringe: Die Zwei Türme – das Kartenspiel,2002,1.913,5.77527,5
Electronic Talking Battleship,1989,1.4167,4.94018,2
Test Match,1960,1,6.058,2
Quad-Ominos,1978,2.2,5.18136,8
Trivial Pursuit: Genus III,1991,1.6296,5.61807,6
Trivial Pursuit: Volume II,1987,1.75,5.29545,6
Tiddledy Winks,1888,1.1017,3.9982,6
Soldier King,1982,2.1739,5.94874,4
Guinness Game of World Records,1975,1.3333,5.10909,6
Dicemaster: Cities of Doom,1996,1.7059,5.67308,2
Holy Roman Empire,1984,2.7857,6.38399,6
BattleBoard,1972,1,5.325,2
Rules of the Game,1995,1.4286,3.89608,6
Rubout,1989,1.7692,5.64848,8
The Campaign for North Africa: The Desert War 1940-43,1979,4.7094,6.1663,10
Xactika,2002,1.9787,5.77085,10
NFL Strategy,1970,2.2381,6.81822,2
Judge for Yourself,1998,1.6667,4.46721,6
Berlin '85: The Enemy at the Gates,1980,2.7812,6.77303,2
Monster Derby,1994,2.2857,6.1379,10
Give Me Liberty,1992,3.5385,5.8717,2
Star Wars:  Escape From Death Star Game,1977,1.1351,4.79866,4
Blue & Gray II,1975,2.0833,6.62099,2
The Charade Game,1985,1.75,5.3898,12
Civil War Game 1863,1961,1.5556,5.90857,2
Armada: The War With Spain 1585-1604,1978,3,5.04794,2
Tripoley,1937,1.4828,5.5678,9
7th Fleet: Modern Naval Combat in the Far East,1987,3.6226,7.25243,2
Crazy Race,1994,1.3333,5.96212,5
Cookie Fu,2003,1.5385,5.79872,6
Outburst!,1986,1.1679,5.8166,20
Scene It?: The DVD Movie Game,2002,1.3788,5.51357,12
Park and Shop,1950,1.4286,5.38143,6
How to Host a Murder: The Chicago Caper,1985,2,6.51994,8
How to Host a Murder: The Class of '54,1987,2,6.74118,8
How to Host a Murder: The Watersdown Affair,1985,2.5556,6.37312,8
How to Host a Murder: Grapes of Frath,1985,2.8,6.45327,8
Personal Preference,1987,1,6.56067,16
The Legend Begins,1991,3.2609,7.77569,2
Chicken Out,1988,1.25,5.32213,4
Don't Break the Ice,1968,1.1392,4.74192,4
Dizzy Dizzy Dinosaur,1987,1.2,5.06063,4
Dragon Strike,2002,1.1,5.66711,4
The Real Ghostbusters Game,1986,1.25,5.36461,4
Three For All!,1990,2,6.35981,16
Shake Up,1997,1.1429,5.23111,4
The Price Is Right,1973,2,4.7051,5
Columbo Detective Game,1973,2,5.575,4
Wicket The Ewok,1983,1.75,4.70968,4
PAC-MAN Game,1982,1.2821,4.91385,4
Fun City Game,1987,1.25,5.69203,4
Wheel of Fortune,1975,1.2368,4.54836,4
G.I. Joe Adventure Board Game,1982,1.6667,4.91389,4
"Great War at Sea: 1898, The Spanish American War",2000,2.6087,6.58513,4
